,acc,MF1,MSE
0,50.869061413673236,0.4845679852185144,1.9011201235998454
1,62.41792197759752,0.5868588118620852,1.440324449594438
2,68.2502896871379,0.6443113436019198,1.2108922363847046
3,72.0355349555813,0.6842060459953971,1.0772499034376206
4,73.65778292777134,0.700638143315372,1.030127462340672
5,74.81653147933565,0.7106563860426592,0.9656237929702588
6,76.24565469293162,0.7252946960421122,0.9134801081498648
7,77.17265353418308,0.7349373299643074,0.8721514098107377
8,77.90652761684048,0.7418427901138257,0.8412514484356894
9,78.79490150637312,0.7511366239278395,0.8219389725762842
10,79.37427578215527,0.7581672066520327,0.8099652375434531
11,80.18539976825029,0.7673068816808355,0.7786790266512167
12,80.33989957512553,0.7692295076489468,0.7697952877558903
13,80.72614909231363,0.7737187934881805,0.7585940517574353
14,80.88064889918888,0.7751546650258689,0.7570490536886829
15,81.49864812668984,0.7817696534478075,0.7292390884511394
16,81.80764774044033,0.7844639272258392,0.720355349555813
17,82.00077249903438,0.7860856797023429,0.7176516029354963
18,82.15527230590962,0.7878642710331519,0.7168791039011201
19,82.34839706450366,0.790364973446516,0.7076091154886056
20,82.38702201622247,0.7908713023571302,0.709154113557358
21,82.61877172653534,0.7932710562290216,0.701429123213596
22,82.96639629200465,0.7971420385638531,0.6875241405948243
23,83.27539590575512,0.8016052232709611,0.6759366550791811
24,83.62302047122441,0.8055079096162616,0.6689841637697953
25,83.73889532638084,0.8075796162277276,0.6628041714947857
26,83.9320200849749,0.8095952541975105,0.6577829277713403
27,84.27964465044418,0.8139588030193954,0.6469679412900734
28,84.27964465044418,0.8141857125022575,0.6469679412900734
29,84.66589416763229,0.8188019931465969,0.6357667052916184
30,84.7431440710699,0.8198890879508873,0.630745461568173
31,85.0521436848204,0.8239233598101795,0.61915797605253
32,85.20664349169563,0.8257605110097819,0.615681730397837
33,85.47701815372731,0.828718779715709,0.6071842410196987
34,85.59289300888373,0.8298087324730608,0.6037079953650057
35,85.63151796060255,0.8302555713404435,0.6013904982618772
36,85.7860177674778,0.8321400521878294,0.5963692545384318
37,85.8632676709154,0.8333413238774122,0.5936655079181151
38,85.8632676709154,0.8334182758520977,0.5955967555040557
39,85.94051757435304,0.8341470678610288,0.5936655079181151
40,86.09501738122827,0.8361030369385072,0.5859405175743531
41,86.28814213982233,0.8383332311552398,0.5828505214368482
42,86.32676709154113,0.8386967168101357,0.5855542680571649
43,86.36539204325994,0.839350844483697,0.5840092699884125
44,86.48126689841638,0.8406986828535102,0.5805330243337196
45,86.5198918501352,0.8410898811002805,0.5770567786790266
46,86.558516801854,0.8415454946658223,0.5743530320587099
47,86.558516801854,0.8415454946658223,0.5743530320587099
48,86.5971417535728,0.8421283703728863,0.5739667825415218
49,86.71301660872925,0.8435918864385581,0.570876786404017
50,86.71301660872925,0.8436475567698305,0.5739667825415218
51,86.79026651216685,0.8447761563635213,0.5720355349555813
52,86.9447663190421,0.8468163278136742,0.5631517960602549
53,87.02201622247972,0.8479631242261555,0.5631517960602549
54,87.06064117419852,0.848354617754394,0.5596755504055619
55,87.13789107763616,0.8494517817430307,0.555813055233681
56,87.21514098107377,0.8503942403953386,0.5550405561993047
57,87.29239088451139,0.8514872265076594,0.5511780610274237
58,87.29239088451139,0.8512741432068623,0.5480880648899189
59,87.29239088451139,0.8512741432068623,0.5480880648899189
60,87.36964078794901,0.8522346956758968,0.5461568173039784
61,87.44689069138664,0.8531766155876845,0.5453843182696022
62,87.56276554654306,0.8548386547440839,0.541135573580533
63,87.60139049826188,0.8552072424563457,0.540749324063345
64,87.56276554654306,0.8548448288186057,0.5442255697180378
65,87.56276554654306,0.8548448288186057,0.5442255697180378
66,87.56276554654306,0.8549256191920496,0.5442255697180378
67,87.75589030513711,0.8573204179418793,0.5349555813055233
68,87.79451525685593,0.8574194988440852,0.5345693317883352
69,87.87176516029355,0.8584044329348585,0.5326380842023948
70,87.87176516029355,0.8584044329348585,0.5326380842023948
71,88.02626496716879,0.8600307311052579,0.5268443414445731
72,88.10351487060642,0.8607250800246004,0.5249130938586327
73,88.14213982232523,0.8609769355783228,0.5214368482039398
74,88.21938972576284,0.8619623657280284,0.5195056006179992
75,88.33526458091927,0.8634166673090073,0.5152568559289301
76,88.37388953263809,0.863987827113777,0.514870606411742
77,88.41251448435689,0.8643554405698316,0.511394360757049
78,88.52838933951332,0.8656784661362954,0.5059868675164156
79,88.56701429123214,0.8660622911328794,0.5044418694476632
80,88.48976438779451,0.8650788948886146,0.5063731170336037
81,88.52838933951332,0.8655314102072907,0.5059868675164156
82,88.48976438779451,0.8650788948886146,0.5063731170336037
83,88.48976438779451,0.8650387012436842,0.5052143684820394
84,88.60563924295096,0.8664980391810978,0.5017381228273464
85,88.68288914638856,0.8673193984732558,0.49787562765546545
86,88.68288914638856,0.8673193984732558,0.49787562765546545
87,88.68288914638856,0.8673193984732558,0.49787562765546545
88,88.68288914638856,0.8673193984732558,0.49787562765546545
89,88.72151409810738,0.8678300784272566,0.4943993820007725
90,88.798764001545,0.8687804520951292,0.492468134414832
91,88.798764001545,0.8687804520951292,0.492468134414832
92,88.83738895326381,0.8693676843950203,0.48783314020857477
93,88.87601390498261,0.8698761694563131,0.4843568945538818
94,88.91463885670143,0.8702464165812894,0.48088064889918886
95,88.99188876013905,0.8711250963604925,0.48010814986481265
96,89.03051371185786,0.871692331723736,0.4797219003476246
97,89.10776361529548,0.8725579289700951,0.4770181537273078
98,89.10776361529548,0.8726301742497052,0.47585940517574354
99,89.1850135187331,0.8736537178110602,0.47508690614136734
100,89.1850135187331,0.8736537178110602,0.47508690614136734
101,89.33951332560835,0.8757916877415948,0.4673619157976053
102,89.33951332560835,0.8757916877415948,0.4673619157976053
103,89.41676322904596,0.8766667676701552,0.46040942448821937
104,89.41676322904596,0.8766667676701552,0.46040942448821937
105,89.5326380842024,0.8781779348187312,0.45809192738509075
106,89.5326380842024,0.8781779348187312,0.45809192738509075
107,89.5712630359212,0.8787399674297873,0.45770567786790267
108,89.5712630359212,0.8786780294473779,0.45461568173039785
109,89.68713789107764,0.8800287685530582,0.45229818462726923
110,89.72576284279644,0.880484195025534,0.447663190421012
111,89.76438779451526,0.880868537625461,0.4461181923522596
112,89.80301274623407,0.8814283348211321,0.44573194283507145
113,89.88026264967168,0.8824041855512517,0.44380069524913096
114,89.95751255310931,0.8834232128452385,0.44302819621475475
115,90.03476245654693,0.8843798850298863,0.4391657010428737
116,90.07338740826573,0.8849028730358608,0.4418694476631904
117,90.07338740826573,0.8849028730358608,0.4418694476631904
118,90.07338740826573,0.884825121004953,0.44071069911162614
119,90.18926226342217,0.8864351510429909,0.436461954422557
120,90.18926226342217,0.8864351510429909,0.436461954422557
121,90.18926226342217,0.8864351510429909,0.436461954422557
122,90.18926226342217,0.8864351510429909,0.436461954422557
123,90.2665121668598,0.8873669692891384,0.43568945538818077
124,90.2665121668598,0.8873669692891384,0.43568945538818077
125,90.2665121668598,0.8873669692891384,0.43568945538818077
126,90.3051371185786,0.8878595367995754,0.4322132097334878
127,90.45963692545385,0.889474433108511,0.42603321745847816
128,90.49826187717265,0.8898942567866851,0.4213982232522209
129,90.49826187717265,0.8898942567866851,0.4213982232522209
130,90.57551178061027,0.890767042434037,0.4206257242178447
131,90.61413673232909,0.8913352242522188,0.4190807261490923
132,90.6527616840479,0.8916532731034108,0.41869447663190423
133,90.76863653920432,0.8929813329351095,0.4175357280803399
134,90.76863653920432,0.8929813329351095,0.4175357280803399
135,90.76863653920432,0.8929813329351095,0.4175357280803399
136,90.84588644264194,0.8939257878378564,0.4156044804943994
137,90.84588644264194,0.8939257878378564,0.4156044804943994
138,91.00038624951719,0.8959171007970431,0.4078794901506373
139,91.039011201236,0.8964684391560779,0.4074932406334492
140,91.07763615295481,0.8970193635188068,0.4071069911162611
141,91.07763615295481,0.8970193635188068,0.4071069911162611
142,91.07763615295481,0.8970370021057266,0.40903823870220163
143,91.19351100811124,0.8982806582318965,0.40247199691000385
144,91.15488605639243,0.8977958147987046,0.4059482425646968
145,91.15488605639243,0.8977958147987046,0.4059482425646968
146,91.15488605639243,0.8977958147987046,0.4059482425646968
147,91.11626110467363,0.8973103582529304,0.4094244882193897
148,91.23213595983005,0.8986819279235523,0.402858246427192
149,91.23213595983005,0.8986819279235523,0.402858246427192
150,91.23213595983005,0.8986190730057788,0.4059482425646968
151,91.30938586326766,0.899484525526422,0.39899575125531095
152,91.34801081498648,0.8999860751428674,0.39745075318655854
153,91.30938586326766,0.8994369430351714,0.3978370027037466
154,91.30938586326766,0.8994369430351714,0.3978370027037466
155,91.30938586326766,0.8994369430351714,0.3978370027037466
156,91.3866357667053,0.9004689394009368,0.3939745075318656
157,91.42526071842411,0.9009512018963685,0.3904982618771727
158,91.42526071842411,0.9009512018963685,0.3904982618771727
159,91.42526071842411,0.9009512018963685,0.3904982618771727
160,91.46388567014291,0.9012634440091228,0.39011201235998455
161,91.50251062186172,0.9017110671346606,0.3874082657396678
162,91.54113557358053,0.9021928757386098,0.3839320200849749
163,91.54113557358053,0.9021928757386098,0.3839320200849749
164,91.54113557358053,0.9022740922716087,0.3839320200849749
165,91.54113557358053,0.9022740922716087,0.3839320200849749
166,91.54113557358053,0.9020938443844585,0.38277327153341056
167,91.61838547701815,0.9028696187574128,0.37775202780996525
168,91.61838547701815,0.9028696187574128,0.37775202780996525
169,91.69563538045577,0.903720148077464,0.3758207802240247
170,91.73426033217459,0.9042018155243254,0.3723445345693318
171,91.77288528389339,0.904700142173144,0.3707995365005794
172,91.77288528389339,0.904700142173144,0.3707995365005794
173,91.8115102356122,0.9051666184537054,0.37041328698339127
174,91.8115102356122,0.9051666184537054,0.37041328698339127
175,91.8115102356122,0.9051666184537054,0.37041328698339127
176,91.8115102356122,0.9051666184537054,0.37041328698339127
177,91.8115102356122,0.9051666184537054,0.37041328698339127
178,91.85013518733102,0.9056331653868765,0.3700270374662032
179,91.85013518733102,0.9056331653868765,0.3700270374662032
180,91.85013518733102,0.9056331653868765,0.3700270374662032
181,91.85013518733102,0.9056331653868765,0.3700270374662032
182,91.85013518733102,0.9056331653868765,0.3700270374662032
183,91.96601004248744,0.906894961970842,0.36152954808806487
184,92.00463499420626,0.9073924912204683,0.35998455001931245
185,92.00463499420626,0.9073924912204683,0.35998455001931245
186,91.96601004248744,0.9070261985498005,0.36152954808806487
187,91.96601004248744,0.9070261985498005,0.36152954808806487
188,92.00463499420626,0.90742323894216,0.35998455001931245
189,92.00463499420626,0.90742323894216,0.35998455001931245
190,92.00463499420626,0.90742323894216,0.35998455001931245
191,92.04325994592507,0.9079028278350709,0.35650830436461955
192,92.08188489764387,0.9082861181613543,0.35496330629586714
193,92.08188489764387,0.9082861181613543,0.35496330629586714
194,92.08188489764387,0.9082861181613543,0.35496330629586714
195,92.08188489764387,0.9082861181613543,0.35496330629586714
196,92.08188489764387,0.9082861181613543,0.35496330629586714
197,92.08188489764387,0.9082861181613543,0.35496330629586714
198,92.12050984936269,0.9086835713588832,0.35341830822711473
199,92.15913480108149,0.9091521550053288,0.3530320587099266
200,92.12050984936269,0.908765032179847,0.35650830436461955
201,92.15913480108149,0.90930932488796,0.3561220548474314
202,92.15913480108149,0.90930932488796,0.3561220548474314
203,92.23638470451911,0.9102512176195435,0.35419080726149094
204,92.31363460795674,0.9111775336556964,0.3522595596755504
205,92.35225955967556,0.9115452581749246,0.350714561606798
206,92.35225955967556,0.9115452581749246,0.350714561606798
207,92.42950946311316,0.9124768621026466,0.34685206643491695
208,92.46813441483198,0.9128758999638173,0.34530706836616454
209,92.46813441483198,0.9128758999638173,0.34530706836616454
210,92.5453843182696,0.9138083230265679,0.3414445731942835
211,92.5453843182696,0.9138083230265679,0.3414445731942835
212,92.5453843182696,0.9138083230265679,0.3414445731942835
213,92.5453843182696,0.9138083230265679,0.3414445731942835
214,92.5453843182696,0.9138083230265679,0.3414445731942835
215,92.58400926998841,0.9142788940590598,0.3410583236770954
216,92.58400926998841,0.9142788940590598,0.3410583236770954
217,92.58400926998841,0.9142788940590598,0.3410583236770954
218,92.62263422170722,0.9147495543492108,0.3406720741599073
219,92.62263422170722,0.9147495543492108,0.3406720741599073
220,92.69988412514485,0.9154403299492118,0.3398995751255311
221,92.69988412514485,0.9154403299492118,0.3398995751255311
222,92.69988412514485,0.9154403299492118,0.3398995751255311
223,92.69988412514485,0.9153733672825446,0.33680957898802627
224,92.69988412514485,0.9153733672825446,0.33680957898802627
225,92.69988412514485,0.9153733672825446,0.33680957898802627
226,92.69988412514485,0.9153733672825446,0.33680957898802627
227,92.73850907686365,0.9159169150420992,0.33642332947083814
228,92.77713402858247,0.9163878111763843,0.33603707995365006
229,92.85438393202008,0.9171905303779518,0.33294708381614524
230,92.85438393202008,0.9171905303779518,0.33294708381614524
231,92.9316338354577,0.9180688096179077,0.32792584009269987
232,92.9316338354577,0.9180688096179077,0.32792584009269987
233,92.97025878717652,0.9185612133928249,0.32638084202394746
234,92.97025878717652,0.9185612133928249,0.32638084202394746
235,93.00888373889534,0.9190530723791577,0.32483584395519505
236,93.00888373889534,0.9190530723791577,0.32483584395519505
237,93.00888373889534,0.9190530723791577,0.32483584395519505
238,93.00888373889534,0.9190530723791577,0.32483584395519505
239,93.04750869061414,0.9195274449382785,0.32135959830050215
240,93.04750869061414,0.9195274449382785,0.32135959830050215
241,93.08613364233295,0.9200012411625519,0.3178833526458092
242,93.08613364233295,0.9200012411625519,0.3178833526458092
243,93.08613364233295,0.9200012411625519,0.3178833526458092
244,93.08613364233295,0.9200012411625519,0.3178833526458092
245,93.16338354577057,0.921013619816908,0.31402085747392816
246,93.16338354577057,0.921013619816908,0.31402085747392816
247,93.16338354577057,0.921013619816908,0.31402085747392816
248,93.20200849748937,0.921486994789185,0.31363460795674003
249,93.31788335264581,0.9226891125786981,0.3070683661645423
250,93.39513325608343,0.9234730644489522,0.3032058709926613
251,93.43375820780224,0.923868455574509,0.2997296253379683
252,93.43375820780224,0.923868455574509,0.2997296253379683
253,93.43375820780224,0.923868455574509,0.2997296253379683
254,93.51100811123986,0.9247229563467021,0.294708381614523
255,93.54963306295868,0.9251188127799818,0.29123213595983005
256,93.54963306295868,0.9251188127799818,0.29123213595983005
257,93.58825801467748,0.9255244702041902,0.28968713789107764
258,93.6268829663963,0.9260009342504438,0.2893008883738895
259,93.6268829663963,0.9260009342504438,0.2893008883738895
260,93.6268829663963,0.9260009342504438,0.2893008883738895
261,93.6268829663963,0.9260009342504438,0.2893008883738895
262,93.6268829663963,0.9260009342504438,0.2893008883738895
263,93.6655079181151,0.9263827027267951,0.2877558903051371
264,93.6655079181151,0.9263827027267951,0.2877558903051371
265,93.70413286983391,0.9269209454108769,0.287369640787949
266,93.70413286983391,0.9269209454108769,0.287369640787949
267,93.74275782155273,0.9272900629451436,0.2858246427191966
268,93.78138277327153,0.9277614862997806,0.28234839706450365
269,93.78138277327153,0.9277614862997806,0.28234839706450365
270,93.78138277327153,0.9277614862997806,0.28234839706450365
271,93.78138277327153,0.9277614862997806,0.28234839706450365
272,93.78138277327153,0.9277614862997806,0.28234839706450365
273,93.78138277327153,0.9277614862997806,0.28234839706450365
274,93.82000772499033,0.9282323444990286,0.27887215140981075
275,93.85863267670915,0.9287026403649487,0.2753959057551178
276,93.89725762842797,0.9291095562529348,0.2738509076863654
277,93.93588258014678,0.9295793896487667,0.2703746620316725
278,93.93588258014678,0.9295793896487667,0.2703746620316725
279,93.93588258014678,0.9295793896487667,0.2703746620316725
280,93.93588258014678,0.9295793896487667,0.2703746620316725
281,93.97450753186558,0.9300486652795342,0.26689841637697953
282,93.97450753186558,0.9300486652795342,0.26689841637697953
283,93.97450753186558,0.9300486652795342,0.26689841637697953
284,93.97450753186558,0.9300486652795342,0.26689841637697953
285,94.0131324835844,0.9305173859422315,0.2634221707222866
286,94.0517574353032,0.9309855544234835,0.2599459250675937
287,94.0517574353032,0.9309855544234835,0.2599459250675937
288,94.0517574353032,0.9309855544234835,0.2599459250675937
289,94.09038238702202,0.9313549166673178,0.25840092699884126
290,94.09038238702202,0.9313549166673178,0.25840092699884126
291,94.09038238702202,0.9313549166673178,0.25840092699884126
292,94.16763229045964,0.9322406208277252,0.2564696794129007
293,94.16763229045964,0.9322406208277252,0.2564696794129007
294,94.16763229045964,0.9322406208277252,0.2564696794129007
295,94.16763229045964,0.9322406208277252,0.2564696794129007
296,94.16763229045964,0.9322406208277252,0.2564696794129007
297,94.16763229045964,0.9322406208277252,0.2564696794129007
298,94.16763229045964,0.9322406208277252,0.2564696794129007
299,94.20625724217845,0.9326491039243553,0.2549246813441483
300,94.16763229045964,0.9321806479642443,0.25840092699884126
301,94.16763229045964,0.9321806479642443,0.25840092699884126
302,94.16763229045964,0.9321953229075453,0.26033217458478175
303,94.24488219389727,0.9330724171012776,0.25531093086133644
304,94.24488219389727,0.9330724171012776,0.25531093086133644
305,94.28350714561606,0.9335517126217372,0.2549246813441483
306,94.28350714561606,0.9335517126217372,0.2549246813441483
307,94.28350714561606,0.9335517126217372,0.2549246813441483
308,94.32213209733487,0.9338869027784229,0.24835843955195055
309,94.32213209733487,0.9338869027784229,0.24835843955195055
310,94.32213209733487,0.9338869027784229,0.24835843955195055
311,94.32213209733487,0.9338869027784229,0.24835843955195055
312,94.32213209733487,0.9338869027784229,0.24835843955195055
313,94.36075704905369,0.9343696150543573,0.24681344148319814
314,94.36075704905369,0.9343696150543573,0.24681344148319814
315,94.4380069524913,0.9353039731201117,0.2398609501738123
316,94.4380069524913,0.9353039731201117,0.2398609501738123
317,94.4380069524913,0.9353039731201117,0.2398609501738123
318,94.4380069524913,0.9353039731201117,0.2398609501738123
319,94.4380069524913,0.9353039731201117,0.2398609501738123
320,94.51525685592893,0.9362138928423438,0.23908845113943608
321,94.51525685592893,0.9362138928423438,0.23908845113943608
322,94.55388180764774,0.9367455659450885,0.23870220162224798
323,94.59250675936654,0.9372260211935656,0.23831595210505988
324,94.63113171108536,0.9376910202438329,0.23483970645036695
325,94.70838161452299,0.9385747033032689,0.2309772112784859
326,94.70838161452299,0.9385747033032689,0.2309772112784859
327,94.70838161452299,0.9385747033032689,0.2309772112784859
328,94.70838161452299,0.9385747033032689,0.2309772112784859
329,94.70838161452299,0.9385747033032689,0.2309772112784859
330,94.70838161452299,0.9385747033032689,0.2309772112784859
331,94.7470065662418,0.93905605135845,0.23059096176129779
332,94.7470065662418,0.93905605135845,0.23059096176129779
333,94.7470065662418,0.93905605135845,0.23059096176129779
334,94.7470065662418,0.93905605135845,0.23059096176129779
335,94.7470065662418,0.93905605135845,0.23059096176129779
